lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,qc_failures,completion_hours
Single Vision,-5.63,1.74,Blue Cut,Hospital,1,0,2,83
Progressive,-6.58,1.50,Blue Cut,Premium,0,0,1,117
Bifocal,-7.76,1.74,Anti Glare,Premium,1,1,2,77
Single Vision,-2.5,1.56,Standard,Premium,1,0,0,58
Bifocal,-2.3,1.74,Blue Cut,Retail,1,0,3,81
Single Vision,-5.44,1.67,Standard,Retail,0,0,2,105
Single Vision,0.12,1.56,Anti Glare,Retail,1,0,2,60
Bifocal,0.65,1.74,Photochromic,Premium,1,0,3,96
Progressive,-7.42,1.74,Blue Cut,Retail,0,0,1,140
Bifocal,-3.08,1.67,Photochromic,Premium,0,0,3,109
Progressive,-3.87,1.56,Photochromic,Retail,0,0,0,115
Progressive,-4.55,1.67,Blue Cut,Premium,0,1,1,100
Progressive,-1.78,1.74,Photochromic,Retail,1,0,1,113
Progressive,-4.82,1.67,Photochromic,Hospital,0,1,2,76
Bifocal,-3.23,1.74,Blue Cut,Premium,1,1,2,51
Progressive,-5.44,1.50,Photochromic,Hospital,1,0,0,136
Single Vision,-1.01,1.56,Standard,Retail,0,0,0,69
Bifocal,-5.17,1.50,Blue Cut,Hospital,1,0,3,92
Single Vision,-5.28,1.67,Standard,Retail,1,0,0,73
Progressive,-0.77,1.50,Standard,Premium,0,0,0,116
Single Vision,-4.03,1.74,Anti Glare,Premium,1,0,2,75
Single Vision,1.15,1.67,Blue Cut,Hospital,1,1,2,52
Bifocal,-5.2,1.74,Standard,Retail,1,0,0,83
Single Vision,-1.03,1.67,Photochromic,Hospital,1,1,0,58
Bifocal,-1.68,1.74,Blue Cut,Retail,0,0,2,94
Single Vision,1.19,1.67,Standard,Hospital,0,0,3,107
Single Vision,-7.59,1.50,Standard,Premium,1,1,3,40
Progressive,-1.33,1.56,Photochromic,Premium,1,0,0,79
Single Vision,-1.4,1.74,Standard,Hospital,0,0,2,78
Single Vision,-6.89,1.67,Anti Glare,Premium,0,1,3,56
Bifocal,-6.66,1.67,Blue Cut,Premium,1,0,2,108
Single Vision,3.48,1.74,Anti Glare,Retail,1,1,1,48
Single Vision,-0.6,1.74,Anti Glare,Retail,0,1,0,42
Bifocal,1.98,1.56,Anti Glare,Retail,1,1,3,57
Bifocal,-1.07,1.50,Photochromic,Hospital,0,0,1,95
Bifocal,-5.6,1.74,Photochromic,Hospital,0,0,3,133
Progressive,-4.13,1.67,Photochromic,Retail,0,0,2,135
Progressive,-0.52,1.67,Blue Cut,Retail,1,0,0,89
Single Vision,-1.41,1.56,Anti Glare,Premium,0,1,0,25
Bifocal,-4.53,1.74,Standard,Premium,0,1,1,66
Progressive,-3.68,1.74,Photochromic,Hospital,0,1,2,80
Single Vision,-1.55,1.56,Anti Glare,Hospital,0,1,3,58
Single Vision,-2.75,1.56,Blue Cut,Premium,0,0,0,67
Progressive,-7.77,1.50,Anti Glare,Retail,0,0,0,107
Single Vision,-0.23,1.74,Anti Glare,Hospital,1,1,3,58
Bifocal,0.14,1.56,Anti Glare,Hospital,1,1,0,44
Single Vision,-4.45,1.56,Photochromic,Retail,1,0,2,76
Single Vision,-0.9,1.50,Standard,Premium,1,1,2,44
Single Vision,2.51,1.50,Standard,Premium,0,1,1,53
Single Vision,3.58,1.50,Blue Cut,Premium,0,0,2,93
Progressive,-0.59,1.50,Photochromic,Hospital,1,0,0,79
Progressive,-6.37,1.50,Standard,Premium,0,0,2,140
Bifocal,1.43,1.67,Standard,Premium,0,1,1,80
Progressive,-3.43,1.74,Blue Cut,Retail,0,0,3,159
Single Vision,0.26,1.50,Standard,Premium,1,1,2,29
Bifocal,1.52,1.67,Anti Glare,Hospital,0,0,3,120
Progressive,1.05,1.50,Blue Cut,Retail,0,0,0,89
Progressive,2.53,1.74,Photochromic,Retail,0,0,0,102
Bifocal,-5.34,1.50,Anti Glare,Hospital,1,0,2,71
Bifocal,3.19,1.67,Blue Cut,Premium,0,0,0,96
Bifocal,2.75,1.74,Standard,Premium,0,0,0,97
Bifocal,-6.02,1.56,Photochromic,Hospital,1,1,3,75
Bifocal,-1.81,1.50,Standard,Retail,0,1,3,60
Single Vision,1.71,1.50,Standard,Retail,1,1,1,37
Progressive,-7.95,1.50,Standard,Retail,0,1,2,114
Single Vision,1.83,1.56,Photochromic,Retail,0,1,1,61
Single Vision,-6.12,1.56,Standard,Hospital,1,0,3,62
Single Vision,-5.38,1.67,Anti Glare,Premium,0,0,0,74
Progressive,0.42,1.50,Standard,Premium,1,0,2,121
Bifocal,3.28,1.74,Photochromic,Hospital,0,0,3,105
Progressive,-3.09,1.56,Blue Cut,Hospital,0,0,2,95
Progressive,-6.44,1.67,Blue Cut,Retail,0,0,1,95
Progressive,-7.93,1.74,Blue Cut,Premium,1,1,0,102
Single Vision,-1.16,1.50,Blue Cut,Hospital,0,0,2,76
Bifocal,-1.92,1.56,Blue Cut,Premium,0,0,2,84
Bifocal,-5.72,1.74,Anti Glare,Retail,0,0,2,115
Single Vision,3.48,1.56,Photochromic,Premium,0,1,1,59
Single Vision,2.4,1.74,Anti Glare,Hospital,0,1,2,60
Progressive,3.11,1.56,Anti Glare,Premium,1,0,0,62
Progressive,2.05,1.74,Photochromic,Hospital,0,0,3,138
Progressive,-4.44,1.67,Blue Cut,Premium,1,1,1,70
Progressive,-5.92,1.74,Standard,Retail,1,0,2,137
Bifocal,-4.79,1.74,Standard,Premium,1,0,3,103
Progressive,1.51,1.56,Photochromic,Retail,0,1,0,81
Single Vision,3.85,1.67,Photochromic,Premium,1,0,3,83
Progressive,1.17,1.56,Anti Glare,Retail,1,1,2,89
Single Vision,-0.26,1.56,Standard,Retail,1,1,2,34
Single Vision,1.95,1.56,Standard,Hospital,1,1,1,28
Single Vision,2.82,1.56,Photochromic,Retail,0,1,1,60
Bifocal,-0.55,1.50,Blue Cut,Hospital,1,0,3,112
Single Vision,-2.36,1.56,Anti Glare,Premium,1,0,3,70
Single Vision,-5.62,1.50,Photochromic,Premium,1,1,2,55
Single Vision,-6.19,1.67,Blue Cut,Retail,1,1,3,78
Progressive,-5.94,1.67,Anti Glare,Premium,1,1,0,71
Bifocal,-2.0,1.67,Blue Cut,Premium,1,0,3,91
Progressive,-7.23,1.50,Anti Glare,Hospital,1,0,0,91
Bifocal,-0.16,1.74,Standard,Premium,1,1,2,70
Progressive,-6.35,1.50,Blue Cut,Premium,1,0,0,78
Bifocal,-6.65,1.56,Blue Cut,Retail,1,1,2,60
Bifocal,-6.61,1.56,Blue Cut,Premium,0,0,3,86
Single Vision,-3.59,1.56,Anti Glare,Hospital,0,1,0,26
Progressive,-5.42,1.74,Anti Glare,Retail,1,0,2,119
Single Vision,-1.83,1.67,Photochromic,Premium,0,0,3,86
Bifocal,-5.95,1.56,Standard,Retail,0,1,3,95
Single Vision,-3.35,1.50,Blue Cut,Hospital,0,1,0,29
Progressive,2.66,1.74,Standard,Hospital,1,0,2,97
Single Vision,-0.49,1.74,Photochromic,Hospital,1,0,0,67
Single Vision,-5.04,1.74,Photochromic,Hospital,0,0,2,105
Progressive,-6.84,1.67,Photochromic,Hospital,0,1,2,129
Bifocal,0.25,1.50,Standard,Premium,1,0,0,63
Single Vision,-6.52,1.50,Standard,Hospital,1,0,0,71
Single Vision,1.61,1.50,Anti Glare,Hospital,0,0,2,66
Bifocal,-6.36,1.50,Anti Glare,Retail,0,1,0,50
Progressive,-7.57,1.67,Anti Glare,Hospital,1,1,1,94
Single Vision,3.95,1.50,Standard,Hospital,1,0,0,51
Single Vision,-7.56,1.67,Photochromic,Premium,0,0,0,95
Bifocal,-5.65,1.50,Blue Cut,Hospital,0,1,3,100
Bifocal,-0.94,1.74,Anti Glare,Hospital,0,1,3,78
Progressive,-0.84,1.56,Standard,Retail,0,1,3,81
Progressive,0.08,1.74,Anti Glare,Hospital,1,1,0,62
Single Vision,-0.46,1.56,Photochromic,Hospital,0,0,3,95
Single Vision,3.21,1.67,Standard,Hospital,0,1,3,64
Progressive,-0.18,1.74,Anti Glare,Premium,0,1,0,103
Progressive,-3.1,1.56,Photochromic,Hospital,1,1,2,97
Bifocal,-7.05,1.56,Standard,Hospital,1,1,0,46
Progressive,1.88,1.74,Standard,Premium,0,1,2,75
Progressive,-6.3,1.67,Standard,Retail,0,1,3,81
Single Vision,-6.74,1.50,Photochromic,Premium,0,1,2,83
Progressive,-6.57,1.67,Anti Glare,Retail,1,0,0,97
Bifocal,1.97,1.67,Anti Glare,Retail,1,0,2,80
Bifocal,-0.28,1.74,Anti Glare,Premium,0,0,1,98
Bifocal,1.82,1.67,Photochromic,Premium,1,1,3,76
Single Vision,2.74,1.50,Anti Glare,Hospital,0,0,3,88
Progressive,-4.96,1.67,Photochromic,Retail,0,0,2,104
Progressive,3.32,1.56,Photochromic,Hospital,1,1,1,100
Bifocal,-2.78,1.56,Photochromic,Premium,1,1,1,49
Bifocal,-3.13,1.50,Photochromic,Premium,0,0,0,102
Bifocal,-6.4,1.50,Standard,Retail,0,0,2,101
Single Vision,2.51,1.74,Standard,Premium,0,0,0,70
Single Vision,-6.34,1.67,Blue Cut,Hospital,1,1,0,60
Progressive,3.61,1.50,Anti Glare,Hospital,0,1,1,79
Progressive,-0.28,1.67,Blue Cut,Premium,0,0,2,122
Progressive,-6.95,1.67,Photochromic,Retail,1,0,0,91
Bifocal,-7.09,1.56,Anti Glare,Hospital,0,1,2,81
Bifocal,3.51,1.74,Standard,Premium,1,1,0,65
Progressive,-6.05,1.50,Blue Cut,Retail,1,1,2,77
Single Vision,1.07,1.74,Photochromic,Premium,0,0,0,78
Progressive,3.25,1.67,Anti Glare,Hospital,1,0,3,123
Bifocal,0.93,1.56,Standard,Hospital,1,0,3,84
Single Vision,-7.51,1.56,Photochromic,Premium,1,1,2,49
Single Vision,1.35,1.74,Standard,Premium,1,1,1,28
Single Vision,3.55,1.74,Anti Glare,Hospital,0,0,0,63
Progressive,-4.52,1.56,Photochromic,Retail,1,1,1,60
Bifocal,-7.3,1.50,Anti Glare,Hospital,0,0,3,109
Single Vision,-0.03,1.74,Blue Cut,Premium,1,1,3,53
Single Vision,-4.4,1.67,Anti Glare,Hospital,1,1,2,51
Single Vision,0.19,1.50,Blue Cut,Premium,1,0,0,51
Bifocal,2.77,1.67,Standard,Retail,0,1,1,65
Single Vision,-7.66,1.56,Anti Glare,Hospital,0,1,1,43
Progressive,-5.38,1.74,Blue Cut,Retail,0,0,2,138
Bifocal,-1.58,1.50,Blue Cut,Premium,1,1,3,74
Progressive,3.37,1.50,Standard,Hospital,0,1,2,79
Single Vision,0.94,1.56,Standard,Retail,1,0,0,51
Progressive,1.79,1.67,Blue Cut,Hospital,0,1,2,79
Single Vision,-1.88,1.74,Photochromic,Retail,0,0,1,71
Single Vision,-1.99,1.56,Anti Glare,Premium,0,1,0,28
Single Vision,-0.1,1.56,Standard,Hospital,0,1,2,41
Progressive,0.2,1.56,Standard,Retail,1,1,1,76
Single Vision,3.7,1.67,Blue Cut,Premium,0,0,1,72
Bifocal,1.53,1.50,Photochromic,Premium,1,1,2,80
Single Vision,-5.89,1.74,Standard,Hospital,0,1,2,54
Progressive,-1.64,1.67,Standard,Premium,1,1,2,63
Single Vision,2.84,1.74,Anti Glare,Hospital,0,0,3,87
Progressive,-6.63,1.67,Standard,Hospital,0,1,2,87
Progressive,-4.67,1.50,Anti Glare,Hospital,0,1,0,90
Single Vision,-1.45,1.56,Standard,Retail,0,0,3,77
Single Vision,-5.13,1.67,Photochromic,Hospital,0,0,0,92
Progressive,-5.68,1.67,Anti Glare,Hospital,0,1,0,83
Single Vision,3.35,1.56,Standard,Hospital,0,1,2,47
Progressive,1.36,1.74,Photochromic,Retail,1,0,2,110
Single Vision,-5.36,1.74,Standard,Retail,1,0,0,84
Progressive,1.12,1.56,Blue Cut,Premium,0,1,1,64
Progressive,2.27,1.67,Standard,Premium,0,0,3,104
Single Vision,-5.28,1.56,Anti Glare,Retail,1,1,3,67
Single Vision,-3.64,1.50,Standard,Hospital,0,0,1,77
Progressive,-5.34,1.50,Anti Glare,Premium,0,1,3,110
Bifocal,1.12,1.74,Standard,Hospital,0,1,2,63
Single Vision,-0.26,1.56,Photochromic,Hospital,1,0,1,66
Single Vision,-4.81,1.74,Blue Cut,Hospital,0,1,1,62
Progressive,-0.94,1.56,Photochromic,Retail,1,0,0,114
Bifocal,-1.43,1.56,Blue Cut,Retail,0,0,1,61
Single Vision,1.5,1.50,Standard,Premium,0,1,1,37
Single Vision,-6.36,1.74,Photochromic,Premium,1,1,0,68
Single Vision,1.65,1.50,Photochromic,Hospital,0,0,1,81
Progressive,1.75,1.50,Photochromic,Premium,0,0,0,136
Single Vision,-0.57,1.74,Anti Glare,Hospital,0,1,2,66
Bifocal,0.85,1.74,Photochromic,Premium,1,0,3,117
Bifocal,-0.73,1.50,Anti Glare,Hospital,1,0,2,88
Bifocal,3.65,1.50,Blue Cut,Premium,1,1,1,71
Progressive,-6.11,1.74,Blue Cut,Hospital,0,1,3,104
Single Vision,-6.42,1.67,Photochromic,Retail,1,0,3,100
Bifocal,-3.15,1.56,Anti Glare,Retail,1,0,1,55
Progressive,-7.18,1.50,Photochromic,Premium,0,0,0,124
Bifocal,1.1,1.67,Anti Glare,Premium,0,0,1,103
Single Vision,0.17,1.67,Anti Glare,Premium,0,1,1,45
Bifocal,-7.37,1.74,Blue Cut,Retail,1,0,2,110
Single Vision,0.47,1.50,Photochromic,Premium,0,1,3,58
Single Vision,2.26,1.50,Blue Cut,Premium,1,0,3,65
Progressive,-6.38,1.74,Blue Cut,Premium,1,0,0,125
Bifocal,-1.17,1.74,Anti Glare,Hospital,1,1,0,37
Progressive,-0.59,1.56,Standard,Premium,0,0,0,110
Single Vision,-1.15,1.56,Anti Glare,Hospital,0,1,1,33
Bifocal,-6.82,1.74,Blue Cut,Premium,1,0,3,101
Bifocal,-1.49,1.74,Photochromic,Hospital,0,1,0,90
Progressive,1.36,1.74,Blue Cut,Premium,1,0,0,86
Bifocal,1.53,1.56,Standard,Premium,1,1,2,54
Bifocal,-7.14,1.74,Blue Cut,Hospital,1,0,2,97
Single Vision,-6.07,1.67,Anti Glare,Retail,1,1,0,38
Single Vision,-4.33,1.74,Standard,Premium,1,1,2,38
Single Vision,1.56,1.74,Photochromic,Hospital,0,0,2,91
Bifocal,-6.61,1.50,Standard,Retail,0,1,2,80
Single Vision,1.79,1.74,Anti Glare,Hospital,1,1,0,29
Bifocal,-1.76,1.67,Standard,Premium,0,0,0,86
Single Vision,3.19,1.50,Photochromic,Hospital,0,0,2,74
Single Vision,0.44,1.50,Blue Cut,Premium,0,1,0,34
Bifocal,2.52,1.67,Anti Glare,Hospital,1,0,2,77
Bifocal,-7.4,1.56,Photochromic,Hospital,1,0,2,91
Progressive,0.83,1.56,Photochromic,Retail,1,1,1,58
Progressive,-4.54,1.67,Standard,Premium,1,1,2,65
Progressive,-0.97,1.50,Photochromic,Premium,1,0,1,83
Bifocal,3.81,1.56,Anti Glare,Retail,1,1,2,76
Progressive,-0.66,1.50,Blue Cut,Retail,1,1,1,60
Single Vision,-2.03,1.56,Standard,Hospital,1,1,1,40
Bifocal,-0.71,1.74,Photochromic,Retail,0,1,3,84
Single Vision,-7.15,1.74,Anti Glare,Hospital,0,1,3,63
Single Vision,-2.66,1.56,Standard,Retail,0,1,2,36
Single Vision,0.58,1.56,Standard,Premium,1,0,3,86
Bifocal,2.68,1.74,Standard,Premium,0,0,0,75
Single Vision,-4.51,1.67,Standard,Premium,1,0,2,73
Single Vision,-6.89,1.74,Blue Cut,Hospital,1,1,1,54
Progressive,1.55,1.67,Blue Cut,Premium,0,1,1,99
Bifocal,0.05,1.67,Standard,Hospital,0,1,3,89
Progressive,-4.34,1.50,Anti Glare,Premium,1,0,3,126
Bifocal,-0.34,1.56,Anti Glare,Retail,1,1,0,31
Single Vision,-0.13,1.56,Blue Cut,Hospital,0,0,1,72
Progressive,-4.12,1.50,Anti Glare,Hospital,1,1,0,77
Single Vision,1.08,1.67,Standard,Premium,0,0,3,91
Single Vision,1.29,1.67,Photochromic,Premium,1,0,3,81
Progressive,-0.55,1.56,Photochromic,Hospital,0,0,3,103
Progressive,-3.58,1.50,Blue Cut,Premium,1,1,2,98
Single Vision,0.99,1.67,Standard,Hospital,0,1,3,59
Bifocal,-2.44,1.56,Anti Glare,Retail,0,1,3,63
Bifocal,2.8,1.67,Anti Glare,Premium,0,0,1,69
Single Vision,-1.27,1.50,Anti Glare,Premium,1,0,0,47
Progressive,-5.16,1.50,Standard,Retail,0,0,0,126
Bifocal,-1.88,1.74,Standard,Premium,1,1,1,71
Bifocal,-1.15,1.50,Standard,Retail,0,0,0,89
Progressive,-4.05,1.67,Blue Cut,Premium,0,1,3,108
Progressive,0.84,1.74,Blue Cut,Hospital,1,0,1,89
Bifocal,2.11,1.67,Photochromic,Premium,1,0,1,107
Progressive,1.67,1.74,Photochromic,Retail,1,1,3,101
Bifocal,-6.37,1.74,Photochromic,Premium,0,1,3,89
Bifocal,-2.18,1.50,Anti Glare,Hospital,1,1,3,59
Progressive,0.51,1.67,Photochromic,Premium,1,0,1,98
Single Vision,-3.77,1.74,Anti Glare,Premium,1,1,0,48
Bifocal,-2.05,1.50,Standard,Premium,0,0,3,81
Bifocal,1.04,1.74,Standard,Premium,1,0,1,94
Progressive,-0.31,1.67,Blue Cut,Hospital,1,0,2,102
Single Vision,-6.54,1.67,Blue Cut,Premium,1,1,0,61
Bifocal,-1.5,1.50,Anti Glare,Retail,1,0,3,84
Single Vision,-3.58,1.74,Standard,Hospital,0,0,2,79
Progressive,-3.6,1.67,Photochromic,Retail,1,0,3,112
Bifocal,-7.91,1.56,Photochromic,Premium,0,1,1,68
Progressive,2.61,1.74,Blue Cut,Premium,0,0,2,113
Single Vision,-3.94,1.50,Anti Glare,Retail,1,1,1,35
Single Vision,-0.31,1.74,Photochromic,Premium,0,0,3,88
Single Vision,-3.72,1.56,Anti Glare,Premium,0,0,1,55
Bifocal,-3.28,1.56,Blue Cut,Premium,0,1,2,57
Progressive,-2.36,1.67,Blue Cut,Retail,0,1,3,77
Bifocal,-0.61,1.74,Anti Glare,Premium,1,1,1,58
Progressive,1.02,1.50,Standard,Retail,1,0,2,63
Bifocal,1.25,1.56,Blue Cut,Hospital,1,1,3,53
Bifocal,-0.28,1.50,Photochromic,Premium,1,0,0,92
Progressive,-2.46,1.74,Standard,Hospital,1,0,3,85
Single Vision,-6.3,1.74,Standard,Retail,0,1,1,60
Progressive,-2.78,1.67,Standard,Premium,1,1,2,78
Progressive,0.01,1.56,Anti Glare,Premium,1,1,1,86
Bifocal,-2.96,1.67,Standard,Premium,1,1,0,48
Bifocal,-3.13,1.67,Blue Cut,Hospital,0,1,2,79
Progressive,3.62,1.56,Blue Cut,Retail,1,1,3,73
Progressive,-2.0,1.56,Anti Glare,Retail,0,0,0,110
Single Vision,0.94,1.50,Blue Cut,Retail,0,1,2,48
Progressive,-7.25,1.67,Anti Glare,Premium,0,1,3,94
Single Vision,-7.74,1.67,Blue Cut,Premium,1,1,1,49
Single Vision,-2.88,1.56,Standard,Retail,1,1,0,36
Progressive,1.26,1.56,Standard,Premium,0,1,0,50
Progressive,-2.09,1.56,Blue Cut,Premium,1,1,2,81
Progressive,-2.92,1.56,Standard,Retail,0,1,3,78
Single Vision,-4.2,1.50,Blue Cut,Retail,1,0,3,91
Single Vision,3.01,1.50,Photochromic,Hospital,1,1,3,44
Bifocal,1.5,1.67,Anti Glare,Retail,1,1,0,60
Bifocal,-0.88,1.67,Anti Glare,Premium,1,0,1,73
Bifocal,-1.22,1.74,Anti Glare,Hospital,0,0,0,74
Single Vision,-0.24,1.74,Blue Cut,Premium,0,0,1,69
Progressive,-3.03,1.50,Standard,Retail,0,1,0,76
Single Vision,-3.37,1.74,Blue Cut,Hospital,1,0,1,67
Bifocal,-2.55,1.50,Photochromic,Retail,0,1,1,79
Bifocal,1.1,1.67,Photochromic,Premium,0,1,0,76
Progressive,-7.78,1.74,Blue Cut,Retail,1,0,2,124
Bifocal,1.2,1.50,Standard,Hospital,0,1,1,72
Bifocal,-3.4,1.67,Photochromic,Hospital,0,0,3,97
Progressive,-0.41,1.74,Anti Glare,Hospital,1,1,1,65
Bifocal,-3.18,1.50,Standard,Retail,1,1,0,54
Bifocal,2.48,1.50,Photochromic,Premium,1,1,0,57
Bifocal,-2.15,1.56,Blue Cut,Hospital,0,0,3,109
Progressive,1.05,1.56,Standard,Hospital,1,1,2,76
Single Vision,1.51,1.67,Anti Glare,Premium,0,0,3,86
Bifocal,1.04,1.50,Anti Glare,Retail,0,1,2,75
Progressive,-7.65,1.67,Photochromic,Premium,0,1,2,109
Single Vision,2.36,1.56,Photochromic,Hospital,1,0,3,62
Bifocal,3.14,1.50,Blue Cut,Retail,1,1,3,83
Progressive,1.98,1.50,Blue Cut,Hospital,1,1,2,80
Progressive,-3.07,1.50,Photochromic,Retail,1,1,0,58
Single Vision,-7.02,1.56,Photochromic,Retail,1,0,2,79
Single Vision,-0.89,1.74,Standard,Premium,0,0,1,83
Progressive,-1.38,1.67,Anti Glare,Retail,1,1,0,84
Bifocal,2.21,1.50,Blue Cut,Retail,1,1,0,52
Single Vision,-6.37,1.50,Anti Glare,Retail,0,1,0,40
Bifocal,-1.58,1.50,Anti Glare,Retail,1,0,3,66
Progressive,-3.17,1.67,Anti Glare,Premium,1,0,3,100
Bifocal,-4.8,1.50,Standard,Premium,1,0,3,84
Single Vision,0.39,1.67,Blue Cut,Premium,1,1,0,29
Bifocal,-1.36,1.74,Anti Glare,Hospital,0,1,0,72
Progressive,0.16,1.74,Anti Glare,Hospital,0,1,3,89
Progressive,-7.43,1.56,Standard,Premium,1,0,2,112
Single Vision,1.79,1.67,Blue Cut,Hospital,0,0,3,92
Bifocal,-4.91,1.50,Photochromic,Retail,0,1,2,53
Bifocal,2.01,1.74,Standard,Hospital,1,1,2,71
Progressive,1.42,1.56,Photochromic,Retail,0,1,3,122
Progressive,3.2,1.74,Blue Cut,Hospital,0,0,3,102
Bifocal,-2.07,1.56,Standard,Premium,1,0,0,67
Progressive,0.72,1.56,Blue Cut,Retail,0,1,2,105
Bifocal,-4.85,1.50,Photochromic,Premium,1,0,1,90
Bifocal,1.55,1.56,Blue Cut,Retail,0,0,1,75
Single Vision,-6.99,1.67,Blue Cut,Premium,1,1,2,59
Progressive,-1.03,1.67,Blue Cut,Hospital,0,0,2,130
Single Vision,-5.9,1.74,Blue Cut,Premium,0,1,2,62
Single Vision,0.11,1.67,Photochromic,Premium,0,1,0,57
Single Vision,-6.88,1.67,Photochromic,Hospital,1,1,0,43
Single Vision,3.45,1.56,Standard,Hospital,0,0,3,68
Progressive,-7.38,1.74,Blue Cut,Retail,0,0,1,134
Bifocal,1.76,1.74,Standard,Retail,1,0,3,74
Bifocal,-5.86,1.67,Photochromic,Hospital,1,0,1,80
Single Vision,-1.39,1.67,Anti Glare,Hospital,0,1,0,41
Bifocal,0.12,1.74,Anti Glare,Retail,1,0,2,79
Single Vision,-7.13,1.56,Standard,Retail,0,0,0,75
Bifocal,-0.2,1.67,Standard,Premium,0,1,2,63
Single Vision,-1.53,1.50,Blue Cut,Premium,1,0,2,64
Bifocal,0.41,1.56,Standard,Retail,0,1,1,69
Progressive,-2.81,1.56,Standard,Hospital,0,0,3,130
Progressive,2.49,1.67,Standard,Hospital,0,1,2,70
Bifocal,-5.53,1.56,Blue Cut,Premium,0,1,2,68
Progressive,-3.44,1.50,Blue Cut,Premium,0,1,1,82
Single Vision,-7.97,1.56,Standard,Premium,0,1,3,64
Bifocal,2.35,1.67,Blue Cut,Retail,0,0,0,105
Progressive,-4.23,1.56,Standard,Hospital,1,1,2,94
Single Vision,-2.85,1.50,Anti Glare,Hospital,1,1,2,38
Single Vision,3.71,1.67,Anti Glare,Hospital,1,0,0,53
Bifocal,-6.45,1.56,Blue Cut,Retail,0,0,0,78
Progressive,3.18,1.74,Blue Cut,Hospital,0,0,0,106
Single Vision,-2.82,1.50,Standard,Retail,0,1,3,47
Single Vision,-1.89,1.67,Photochromic,Retail,1,1,2,59
Single Vision,0.98,1.50,Blue Cut,Hospital,1,1,2,53
Single Vision,-5.32,1.50,Photochromic,Hospital,1,1,3,78
Single Vision,2.22,1.67,Photochromic,Retail,1,1,3,50
Bifocal,-3.66,1.56,Anti Glare,Retail,0,1,3,87
Progressive,-3.45,1.74,Blue Cut,Retail,0,0,0,134
Single Vision,-4.92,1.56,Standard,Premium,1,0,1,77
Single Vision,-1.1,1.67,Anti Glare,Retail,0,1,2,52
Progressive,-6.52,1.56,Standard,Premium,1,1,3,89
Single Vision,-5.5,1.74,Standard,Hospital,0,1,0,55
Single Vision,-6.38,1.56,Anti Glare,Retail,1,0,2,53
Progressive,-6.15,1.50,Photochromic,Retail,0,1,3,86
Bifocal,-7.11,1.56,Anti Glare,Hospital,1,0,0,84
Single Vision,-6.81,1.67,Blue Cut,Hospital,1,1,1,62
Single Vision,-5.44,1.50,Blue Cut,Hospital,0,0,2,75
Bifocal,-2.58,1.67,Photochromic,Hospital,1,0,2,88
Bifocal,3.84,1.56,Photochromic,Premium,0,1,0,68
Progressive,-5.06,1.67,Blue Cut,Retail,0,1,0,111
Bifocal,1.21,1.50,Anti Glare,Retail,1,1,3,60
Single Vision,-1.37,1.56,Anti Glare,Retail,0,0,2,70
Single Vision,-5.11,1.74,Standard,Retail,0,0,2,89
Progressive,2.54,1.74,Anti Glare,Premium,1,0,3,109
Progressive,-6.68,1.50,Standard,Retail,1,1,0,74
Single Vision,-3.04,1.50,Standard,Premium,0,0,2,71
Progressive,-6.02,1.50,Blue Cut,Retail,1,0,0,81
Single Vision,-4.64,1.67,Anti Glare,Retail,1,1,3,41
Bifocal,2.93,1.50,Photochromic,Retail,1,1,1,78
Bifocal,-0.89,1.50,Photochromic,Premium,1,0,1,95
Bifocal,-1.1,1.56,Photochromic,Hospital,1,1,0,36
Bifocal,1.05,1.74,Standard,Premium,0,1,3,94
Bifocal,1.82,1.67,Standard,Premium,0,0,2,95
Progressive,-0.98,1.74,Anti Glare,Premium,0,0,0,74
Progressive,-7.98,1.67,Anti Glare,Premium,1,1,3,86
Single Vision,2.33,1.50,Standard,Hospital,1,1,0,42
Single Vision,0.36,1.67,Photochromic,Hospital,0,1,0,62
Bifocal,-2.91,1.50,Anti Glare,Premium,0,1,3,86
Progressive,1.98,1.56,Blue Cut,Hospital,0,1,3,76
Single Vision,-5.78,1.67,Anti Glare,Premium,0,1,2,82
Single Vision,1.61,1.50,Anti Glare,Hospital,0,1,3,47
Progressive,-0.43,1.74,Anti Glare,Premium,0,0,2,99
Progressive,3.86,1.67,Anti Glare,Hospital,0,0,3,102
Single Vision,0.88,1.50,Anti Glare,Premium,0,1,0,34
Single Vision,-3.8,1.74,Photochromic,Retail,0,1,2,71
Progressive,3.33,1.74,Photochromic,Hospital,0,1,2,122
Bifocal,-6.3,1.56,Anti Glare,Hospital,1,1,3,69
Progressive,-0.8,1.56,Blue Cut,Hospital,0,1,2,93
Progressive,-6.6,1.50,Standard,Retail,1,1,3,76
Single Vision,0.9,1.74,Blue Cut,Premium,0,0,0,80
Progressive,2.58,1.56,Anti Glare,Premium,0,0,1,90
Single Vision,-1.7,1.67,Standard,Retail,1,0,0,44
Bifocal,-4.36,1.67,Anti Glare,Premium,0,0,3,95
Bifocal,-4.57,1.56,Anti Glare,Hospital,1,0,0,61
Progressive,1.72,1.74,Blue Cut,Premium,0,0,0,121
Progressive,1.67,1.67,Photochromic,Hospital,0,0,0,123
Single Vision,-3.44,1.67,Standard,Retail,1,1,3,40
Progressive,-0.4,1.56,Anti Glare,Retail,0,1,0,56
