lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,queue_depth,machine_load,utilization_percent,qc_failures,completion_hours
Single Vision,3.39,1.50,Standard,Hospital,1,1,26,25,79,3,153.69
Single Vision,-0.31,1.56,Standard,Franchise,0,1,31,35,87,0,153.93
Progressive,-2.22,1.67,Blue Cut,Franchise,0,0,4,63,62,4,220.21
Single Vision,3.2,1.56,Standard,Hospital,0,1,8,86,37,1,119.82
Bifocal,-7.86,1.67,Standard,Retail,1,1,7,76,22,1,108.63
Progressive,-1.0,1.67,Blue Cut,Franchise,0,1,16,16,79,0,96.08
Progressive,-7.54,1.50,Standard,Hospital,1,1,12,42,72,4,143.26
Single Vision,2.11,1.67,Blue Cut,Hospital,0,0,1,19,97,3,159.0
Progressive,1.48,1.50,Blue Cut,Retail,0,1,19,71,93,2,169.02
Single Vision,-5.25,1.56,Blue Cut,Franchise,0,0,37,82,41,3,320.27
Single Vision,-7.66,1.74,Standard,Retail,0,0,28,39,57,1,252.93
Progressive,-4.19,1.50,Blue Cut,Franchise,0,1,35,90,70,0,214.07
Single Vision,-7.12,1.67,Blue Cut,Franchise,0,0,19,66,27,1,221.55
Single Vision,-5.77,1.50,Photochromic,Hospital,0,1,30,12,85,0,150.75
Bifocal,2.75,1.67,Blue Cut,Franchise,0,0,34,32,23,4,298.46
Progressive,0.45,1.50,Standard,Franchise,0,0,2,45,50,4,197.43
Progressive,-1.06,1.50,Blue Cut,Hospital,0,0,19,42,40,4,251.75
Single Vision,-4.51,1.56,Blue Cut,Hospital,0,1,28,79,69,1,184.51
Single Vision,-7.12,1.56,Standard,Retail,0,1,18,77,63,3,166.29
Single Vision,-3.1,1.50,Photochromic,Retail,0,1,7,96,71,3,151.58
Progressive,-3.03,1.74,Photochromic,Hospital,0,1,0,94,24,1,140.16
Progressive,2.75,1.74,Standard,Franchise,0,1,39,97,48,0,249.58
Single Vision,-3.89,1.67,Standard,Franchise,1,0,3,42,49,1,141.75
Progressive,-0.37,1.74,Blue Cut,Franchise,0,1,35,34,69,3,224.24
Progressive,3.84,1.50,Photochromic,Retail,1,0,5,22,33,2,173.06
Single Vision,-4.85,1.56,Photochromic,Franchise,0,1,39,89,56,2,247.76
Single Vision,-2.45,1.67,Standard,Retail,0,0,17,33,35,4,222.34
Single Vision,2.74,1.56,Blue Cut,Franchise,1,0,21,99,26,0,238.2
Single Vision,-5.92,1.74,Blue Cut,Franchise,0,1,30,16,68,1,170.99
Bifocal,-6.21,1.50,Blue Cut,Franchise,0,1,0,94,65,2,113.44
Progressive,3.91,1.74,Standard,Franchise,1,1,3,45,34,1,100.71
Progressive,-6.22,1.74,Blue Cut,Franchise,0,1,36,84,96,2,257.62
Single Vision,-3.32,1.67,Photochromic,Hospital,0,1,36,40,53,1,193.45
Progressive,-3.99,1.67,Blue Cut,Hospital,0,1,19,33,56,1,133.93
Progressive,-7.77,1.67,Blue Cut,Franchise,1,0,37,67,40,0,279.47
Single Vision,-0.67,1.74,Standard,Hospital,0,1,14,67,27,3,159.61
Single Vision,-6.4,1.67,Standard,Hospital,0,1,36,93,49,3,240.25
Progressive,-6.01,1.67,Standard,Franchise,0,1,31,91,68,1,217.57
Single Vision,-4.09,1.50,Standard,Retail,0,1,14,19,65,4,128.14
Progressive,-0.22,1.67,Standard,Franchise,1,0,37,10,38,3,283.17
Progressive,-2.14,1.56,Standard,Hospital,0,1,29,23,59,2,176.8
Single Vision,-4.76,1.56,Standard,Franchise,0,1,14,42,51,2,119.77
Single Vision,1.28,1.56,Photochromic,Franchise,0,0,24,86,90,3,280.69
Progressive,1.78,1.67,Standard,Franchise,1,0,39,39,71,3,309.13
Bifocal,-6.32,1.56,Blue Cut,Retail,1,0,22,19,26,1,206.99
Single Vision,0.37,1.50,Blue Cut,Retail,0,1,18,78,57,4,176.81
Bifocal,-7.49,1.67,Blue Cut,Franchise,1,1,10,51,87,0,89.71
Progressive,2.11,1.67,Standard,Retail,0,1,9,18,28,3,123.5
Bifocal,-2.27,1.50,Standard,Hospital,0,1,38,61,80,4,253.13
Bifocal,0.37,1.74,Photochromic,Retail,1,0,37,62,60,4,353.84
Progressive,-1.18,1.56,Photochromic,Franchise,0,0,2,68,93,0,176.79
Single Vision,-3.67,1.56,Standard,Franchise,0,1,22,29,84,4,162.79
Single Vision,-1.09,1.74,Blue Cut,Franchise,0,0,0,23,71,2,151.58
Progressive,3.5,1.56,Standard,Hospital,0,0,11,72,35,2,220.59
Progressive,-5.32,1.67,Blue Cut,Hospital,0,0,13,98,23,4,276.08
Single Vision,-3.71,1.56,Standard,Retail,0,0,4,75,53,0,158.2
Bifocal,1.13,1.56,Standard,Hospital,0,1,18,69,76,2,146.82
Progressive,0.03,1.67,Standard,Hospital,0,1,32,44,42,0,177.19
Single Vision,-2.92,1.67,Standard,Franchise,0,1,2,91,32,4,138.98
Single Vision,-1.97,1.50,Photochromic,Retail,0,1,14,21,21,2,119.02
Bifocal,-0.47,1.67,Standard,Franchise,0,0,24,45,54,1,243.4
Single Vision,2.43,1.56,Blue Cut,Retail,0,1,20,67,60,2,164.69
Progressive,-7.2,1.67,Standard,Franchise,0,1,6,94,91,2,143.98
Single Vision,-7.4,1.74,Standard,Retail,0,1,14,59,24,0,117.74
Progressive,-1.52,1.74,Standard,Retail,0,1,5,31,42,0,88.44
Progressive,1.33,1.56,Blue Cut,Hospital,0,0,35,86,74,1,310.77
Single Vision,3.05,1.56,Standard,Hospital,0,0,3,50,38,1,158.04
Single Vision,-6.85,1.50,Standard,Franchise,0,1,17,84,21,0,133.07
Bifocal,-0.92,1.67,Blue Cut,Hospital,0,1,2,55,51,3,105.11
Progressive,-7.03,1.56,Standard,Hospital,0,0,0,91,40,2,207.46
Progressive,1.66,1.50,Blue Cut,Hospital,0,1,18,56,35,4,183.89
Progressive,-1.27,1.74,Blue Cut,Franchise,0,0,38,66,49,3,342.16
Bifocal,2.76,1.50,Standard,Franchise,0,1,37,62,75,3,231.46
Single Vision,-6.45,1.67,Photochromic,Franchise,0,0,39,74,87,0,301.02
Progressive,-7.22,1.50,Standard,Hospital,0,0,21,28,23,3,245.82
Single Vision,-0.62,1.74,Standard,Hospital,0,1,17,33,34,2,135.28
Single Vision,-5.81,1.56,Standard,Hospital,1,1,12,52,20,4,138.61
Single Vision,-6.05,1.74,Blue Cut,Franchise,1,0,5,98,96,0,184.61
Bifocal,-2.84,1.50,Blue Cut,Franchise,1,1,13,39,31,0,95.21
Progressive,-5.32,1.67,Photochromic,Franchise,0,1,27,38,94,4,218.7
Progressive,-5.15,1.50,Standard,Hospital,1,1,30,14,88,3,189.04
Bifocal,1.6,1.56,Photochromic,Retail,0,0,21,10,40,2,228.95
Single Vision,-2.99,1.50,Blue Cut,Hospital,0,1,16,32,70,4,138.94
Bifocal,1.11,1.67,Blue Cut,Hospital,0,0,3,59,92,2,175.83
Bifocal,-3.43,1.67,Standard,Hospital,0,1,0,93,44,2,110.08
Single Vision,-4.58,1.67,Blue Cut,Franchise,0,0,13,74,23,0,188.66
Single Vision,-7.41,1.56,Standard,Retail,1,1,15,13,39,1,90.96
Progressive,-3.8,1.56,Standard,Hospital,1,1,23,42,44,3,164.37
Single Vision,-5.8,1.56,Blue Cut,Hospital,1,1,24,14,79,2,136.94
Single Vision,3.29,1.50,Photochromic,Retail,0,1,25,54,95,3,194.03
Single Vision,-2.68,1.67,Blue Cut,Hospital,0,1,35,37,36,0,166.95
Single Vision,-5.81,1.67,Standard,Franchise,0,1,22,12,76,4,150.42
Single Vision,-2.5,1.74,Blue Cut,Retail,0,1,14,72,49,3,154.84
Progressive,-4.94,1.67,Standard,Retail,0,1,33,43,85,2,208.26
Bifocal,-5.03,1.56,Photochromic,Franchise,0,1,2,11,26,3,93.82
Single Vision,-3.96,1.50,Blue Cut,Franchise,0,0,27,65,32,4,289.26
Single Vision,-2.69,1.67,Standard,Retail,0,1,14,47,60,0,107.67
Single Vision,-3.53,1.74,Blue Cut,Hospital,0,1,22,75,53,2,183.28
Bifocal,1.28,1.50,Blue Cut,Retail,0,1,10,36,73,1,99.81
Single Vision,0.13,1.50,Standard,Franchise,0,0,25,42,44,2,242.49
Progressive,-5.19,1.50,Blue Cut,Hospital,1,0,39,54,80,3,309.75
Progressive,-0.91,1.50,Standard,Retail,0,0,19,59,30,4,281.77
Bifocal,-4.22,1.50,Photochromic,Hospital,0,1,11,65,33,0,120.12
Progressive,-6.77,1.67,Blue Cut,Retail,0,1,24,43,87,3,186.35
Single Vision,-1.38,1.56,Standard,Franchise,0,1,6,98,55,3,139.45
Bifocal,-1.27,1.74,Standard,Retail,0,1,11,89,42,4,192.84
Progressive,0.94,1.50,Blue Cut,Franchise,0,0,18,15,30,2,209.05
Progressive,-6.91,1.56,Blue Cut,Hospital,0,0,16,37,26,1,199.78
Single Vision,0.96,1.50,Standard,Retail,0,1,13,86,89,4,171.2
Progressive,-7.06,1.56,Blue Cut,Franchise,0,1,13,60,76,4,165.67
Progressive,0.71,1.67,Blue Cut,Hospital,0,1,25,77,66,1,195.68
Single Vision,2.04,1.56,Blue Cut,Retail,0,1,33,33,67,0,152.59
Bifocal,1.59,1.50,Standard,Retail,0,1,14,80,27,1,147.58
Single Vision,-3.56,1.56,Blue Cut,Franchise,0,1,12,89,96,2,148.3
Single Vision,-7.6,1.56,Blue Cut,Retail,0,0,14,35,62,0,174.28
Progressive,2.55,1.67,Standard,Franchise,0,0,27,20,55,1,234.97
Single Vision,1.79,1.67,Photochromic,Hospital,1,0,3,70,24,3,198.79
Bifocal,-5.59,1.67,Standard,Franchise,1,0,37,96,47,3,330.11
Progressive,-0.56,1.67,Photochromic,Retail,0,0,37,46,79,3,328.78
Single Vision,-5.15,1.56,Blue Cut,Hospital,1,0,5,49,20,0,138.03
Progressive,-1.23,1.67,Photochromic,Retail,0,0,20,17,32,0,208.34
Single Vision,0.06,1.56,Blue Cut,Hospital,0,1,21,82,51,1,145.96
Single Vision,-5.01,1.50,Blue Cut,Hospital,1,1,5,65,67,3,115.22
Bifocal,-7.6,1.67,Standard,Retail,1,0,32,56,99,2,262.45
Single Vision,-0.07,1.56,Standard,Retail,1,0,23,78,46,4,267.37
Bifocal,-5.98,1.67,Photochromic,Hospital,0,1,35,76,90,3,241.34
Progressive,-1.25,1.74,Standard,Hospital,0,1,19,12,35,3,171.7
Progressive,2.56,1.56,Standard,Hospital,0,1,12,78,67,0,136.78
Progressive,-1.72,1.56,Standard,Franchise,0,0,1,88,46,0,188.62
Single Vision,-5.33,1.50,Standard,Hospital,0,1,2,93,48,2,109.94
Single Vision,-2.68,1.67,Standard,Hospital,0,1,35,34,90,2,194.66
Single Vision,-7.19,1.50,Standard,Retail,0,1,39,11,59,4,223.2
Single Vision,-4.03,1.50,Standard,Franchise,0,0,10,67,96,4,228.28
Progressive,-0.0,1.56,Photochromic,Hospital,0,1,27,98,96,3,234.03
Progressive,0.31,1.67,Standard,Franchise,0,1,32,53,45,3,219.32
Bifocal,-3.7,1.56,Blue Cut,Hospital,0,1,30,75,51,1,194.54
Bifocal,3.66,1.50,Standard,Retail,1,1,2,39,40,1,78.58
Progressive,-2.23,1.67,Photochromic,Retail,1,0,38,55,71,2,314.01
Bifocal,-5.96,1.67,Standard,Hospital,0,0,15,24,91,3,221.93
Bifocal,-5.2,1.67,Standard,Hospital,1,1,6,11,23,3,82.95
Progressive,-4.28,1.67,Standard,Hospital,1,0,4,90,53,0,173.58
Single Vision,-3.03,1.67,Blue Cut,Retail,0,1,12,26,62,0,79.15
Bifocal,-6.11,1.74,Standard,Retail,0,1,13,65,50,1,146.55
Single Vision,0.27,1.56,Standard,Retail,0,1,34,27,44,4,204.47
Progressive,-7.22,1.67,Standard,Franchise,1,0,10,93,76,2,228.6
Single Vision,0.64,1.56,Blue Cut,Retail,0,0,8,96,98,2,218.53
Bifocal,-6.3,1.50,Blue Cut,Hospital,0,0,8,99,20,4,238.04
Single Vision,-4.19,1.67,Photochromic,Hospital,0,0,36,31,36,0,253.4
Bifocal,-3.9,1.50,Standard,Retail,0,0,31,63,33,0,266.28
Progressive,3.67,1.67,Standard,Hospital,1,1,32,66,24,4,235.21
Progressive,2.7,1.67,Blue Cut,Hospital,0,0,30,51,23,2,279.33
Bifocal,1.08,1.56,Blue Cut,Retail,0,0,29,35,73,0,234.44
Progressive,-0.28,1.50,Standard,Retail,0,1,38,62,41,3,249.82
Progressive,-6.36,1.67,Standard,Retail,0,1,24,14,78,3,173.83
Bifocal,-7.59,1.67,Standard,Retail,0,1,22,50,80,1,156.83
Bifocal,-2.2,1.56,Blue Cut,Hospital,0,1,28,15,33,2,166.92
Single Vision,-7.03,1.56,Blue Cut,Franchise,0,1,15,23,82,3,118.42
Progressive,-7.57,1.50,Standard,Franchise,0,0,0,46,20,4,194.69
Single Vision,-1.88,1.56,Blue Cut,Retail,0,1,3,47,35,1,77.37
Single Vision,1.43,1.67,Standard,Franchise,0,0,2,41,90,1,142.79
Single Vision,-5.14,1.56,Photochromic,Franchise,0,0,11,43,22,0,176.73
Single Vision,-7.18,1.67,Blue Cut,Franchise,0,0,24,68,62,2,256.37
Single Vision,-5.9,1.67,Blue Cut,Hospital,0,0,13,70,49,1,211.34
Single Vision,-5.2,1.56,Standard,Retail,0,1,21,35,90,4,161.97
Single Vision,-0.56,1.56,Standard,Retail,0,0,30,50,96,2,257.54
Single Vision,-2.65,1.67,Photochromic,Retail,0,1,2,34,56,3,100.16
Single Vision,3.87,1.56,Standard,Franchise,1,1,30,53,79,0,158.98
Single Vision,1.02,1.50,Standard,Retail,0,0,36,32,49,0,234.45
Bifocal,-0.63,1.67,Standard,Retail,0,1,26,26,64,3,168.1
Bifocal,-0.51,1.67,Standard,Retail,0,0,16,62,35,2,224.11
Single Vision,-7.84,1.74,Standard,Franchise,0,0,10,70,92,2,220.62
Progressive,-2.73,1.56,Standard,Franchise,1,1,5,22,92,4,118.73
Single Vision,-5.87,1.50,Blue Cut,Hospital,1,0,17,88,21,4,253.91
Single Vision,-7.74,1.56,Standard,Hospital,0,1,35,89,82,0,203.36
Progressive,-3.66,1.50,Photochromic,Franchise,0,0,16,69,93,4,271.16
Single Vision,0.47,1.56,Standard,Retail,1,1,26,91,84,1,171.22
Bifocal,-7.23,1.74,Standard,Retail,0,0,13,82,88,2,240.88
Single Vision,0.04,1.50,Blue Cut,Hospital,0,0,10,76,73,4,230.97
Progressive,-6.74,1.74,Blue Cut,Franchise,0,0,14,61,72,0,217.37
Progressive,-0.31,1.67,Standard,Hospital,0,0,7,52,35,3,206.32
Progressive,-0.29,1.74,Standard,Retail,0,1,30,99,63,1,234.42
Single Vision,-3.67,1.50,Blue Cut,Franchise,0,1,28,46,71,1,153.04
Single Vision,1.32,1.50,Photochromic,Hospital,0,0,27,47,79,2,259.8
Single Vision,-6.53,1.50,Blue Cut,Retail,1,1,36,37,44,1,170.28
Single Vision,-3.74,1.67,Blue Cut,Franchise,0,1,29,17,62,0,129.44
Single Vision,2.27,1.74,Standard,Hospital,1,1,3,77,49,1,90.44
Progressive,-3.79,1.67,Photochromic,Hospital,0,0,36,96,30,2,333.16
Bifocal,0.16,1.74,Standard,Retail,0,0,28,20,76,3,265.52
Bifocal,-6.3,1.74,Standard,Franchise,0,1,30,44,47,4,222.25
Progressive,-6.31,1.67,Photochromic,Retail,1,0,26,66,43,3,283.63
Single Vision,-4.54,1.67,Blue Cut,Retail,1,0,36,12,76,4,272.5
Bifocal,-3.68,1.50,Standard,Hospital,1,0,15,22,81,3,207.21
Progressive,3.53,1.67,Blue Cut,Retail,0,0,33,14,33,0,238.35
Single Vision,-6.96,1.50,Photochromic,Retail,0,0,5,49,62,4,207.8
Single Vision,-7.26,1.50,Blue Cut,Hospital,0,1,29,12,71,1,148.53
Single Vision,-0.64,1.67,Standard,Retail,0,1,21,34,72,0,120.36
Single Vision,-5.56,1.56,Blue Cut,Franchise,0,1,37,18,82,3,191.2
Single Vision,-5.35,1.67,Photochromic,Franchise,0,1,34,42,53,1,193.61
Progressive,3.15,1.74,Standard,Franchise,0,0,23,53,77,3,288.93
Single Vision,-2.23,1.67,Blue Cut,Franchise,1,1,11,76,20,2,120.16
Single Vision,0.14,1.50,Standard,Hospital,0,1,1,22,49,4,84.27
Bifocal,-5.33,1.56,Blue Cut,Hospital,0,1,29,25,87,2,165.86
Progressive,-1.69,1.50,Blue Cut,Retail,1,0,33,67,89,0,260.01
Bifocal,1.79,1.67,Photochromic,Franchise,0,1,35,11,43,1,185.01
Single Vision,0.29,1.56,Standard,Retail,0,0,32,76,32,0,260.4
Progressive,2.25,1.56,Standard,Retail,0,0,28,27,78,4,284.91
Progressive,-0.26,1.56,Blue Cut,Hospital,1,0,25,97,68,1,272.95
Bifocal,2.86,1.56,Photochromic,Hospital,0,1,8,43,69,1,112.59
Single Vision,-1.03,1.67,Blue Cut,Hospital,0,0,16,44,33,3,224.59
Progressive,3.07,1.56,Blue Cut,Hospital,0,0,10,43,22,4,240.55
Bifocal,-5.26,1.67,Standard,Hospital,0,0,18,25,57,1,194.67
Progressive,1.95,1.50,Blue Cut,Franchise,0,1,34,34,54,1,191.92
Single Vision,0.18,1.50,Standard,Hospital,0,0,34,27,81,0,239.19
Single Vision,1.24,1.67,Photochromic,Retail,0,0,32,26,85,3,274.21
Bifocal,-3.6,1.67,Blue Cut,Hospital,0,1,32,25,22,2,184.07
Progressive,-7.47,1.56,Blue Cut,Franchise,0,1,35,89,90,1,222.62
Single Vision,3.9,1.50,Standard,Franchise,1,1,37,70,33,2,204.58
Single Vision,-1.18,1.50,Blue Cut,Hospital,0,1,26,23,68,0,131.11
Single Vision,1.39,1.74,Photochromic,Franchise,0,1,37,92,97,3,264.07
Bifocal,-3.32,1.67,Blue Cut,Hospital,0,1,28,60,78,4,213.6
Bifocal,-7.31,1.50,Standard,Franchise,0,1,36,62,32,0,199.74
Single Vision,-3.33,1.56,Standard,Retail,0,1,14,43,40,4,150.85
Single Vision,-1.03,1.74,Standard,Hospital,1,1,26,13,57,4,173.77
Bifocal,1.94,1.67,Standard,Retail,0,1,27,88,59,3,213.15
Single Vision,-1.71,1.67,Blue Cut,Retail,0,1,8,16,21,3,100.81
Bifocal,-1.99,1.50,Photochromic,Retail,0,0,34,52,43,3,313.14
Bifocal,-1.93,1.74,Blue Cut,Hospital,0,0,28,71,60,1,272.21
Single Vision,-1.95,1.67,Standard,Retail,0,1,39,43,23,4,234.99
Single Vision,-6.32,1.74,Standard,Hospital,0,0,0,35,48,0,130.29
Single Vision,0.59,1.56,Photochromic,Hospital,0,1,26,85,42,3,205.72
Progressive,-5.77,1.67,Photochromic,Retail,0,1,37,60,68,4,262.66
Single Vision,-6.37,1.56,Photochromic,Retail,0,1,18,11,73,2,118.92
Single Vision,-5.68,1.56,Standard,Hospital,0,1,2,64,81,3,106.13
Progressive,-7.41,1.50,Standard,Retail,0,0,11,78,78,2,223.77
Progressive,2.95,1.67,Photochromic,Hospital,1,1,36,58,95,1,205.28
Single Vision,2.71,1.56,Standard,Hospital,0,1,20,36,48,2,141.29
Progressive,-7.12,1.67,Standard,Retail,1,1,34,65,26,4,238.37
Progressive,-5.93,1.56,Standard,Retail,0,0,23,15,56,3,244.95
Progressive,1.4,1.56,Standard,Franchise,0,1,29,73,91,4,230.77
Single Vision,3.43,1.56,Blue Cut,Retail,0,1,0,62,94,2,86.39
Single Vision,-1.9,1.56,Standard,Hospital,0,1,32,80,74,4,220.24
Single Vision,1.63,1.74,Standard,Hospital,0,0,23,14,95,1,211.36
Single Vision,3.13,1.50,Blue Cut,Franchise,0,1,16,26,91,3,130.31
Single Vision,-1.0,1.74,Standard,Franchise,0,1,24,15,80,2,155.14
Single Vision,-2.88,1.67,Standard,Retail,1,0,37,58,98,0,258.67
Progressive,0.84,1.74,Photochromic,Hospital,0,1,27,26,97,2,190.5
Progressive,-3.13,1.50,Standard,Retail,0,1,17,55,50,4,177.62
Progressive,-3.34,1.56,Blue Cut,Retail,0,0,3,63,22,4,214.96
Progressive,2.36,1.50,Standard,Franchise,0,0,6,98,99,1,209.87
Single Vision,-6.23,1.56,Standard,Retail,0,1,31,80,68,1,189.25
Single Vision,0.76,1.67,Blue Cut,Hospital,0,0,8,33,64,0,157.64
Bifocal,-5.52,1.67,Standard,Franchise,0,1,22,80,38,2,182.19
Progressive,-4.76,1.67,Blue Cut,Hospital,1,0,16,65,57,3,242.37
Single Vision,-0.23,1.56,Standard,Hospital,0,0,10,48,74,4,222.11
Single Vision,-6.2,1.56,Blue Cut,Franchise,0,0,5,22,68,2,154.92
Single Vision,-2.52,1.67,Photochromic,Retail,1,1,29,38,36,0,158.3
Progressive,2.12,1.56,Standard,Hospital,0,1,33,88,84,0,210.04
Progressive,-6.29,1.56,Standard,Franchise,0,0,13,27,60,0,182.59
Single Vision,3.84,1.56,Standard,Hospital,0,1,26,28,31,4,172.76
Single Vision,0.71,1.56,Standard,Hospital,0,1,27,83,24,2,194.14
Progressive,-4.72,1.67,Standard,Hospital,1,0,36,83,34,1,291.73
Bifocal,-5.75,1.50,Standard,Franchise,0,1,22,33,73,3,160.92
Progressive,-5.57,1.50,Blue Cut,Franchise,1,1,9,38,40,2,106.17
Single Vision,-7.83,1.56,Standard,Franchise,0,1,2,53,43,4,104.7
Single Vision,-3.67,1.67,Standard,Retail,0,1,29,50,27,2,171.81
Progressive,3.65,1.50,Blue Cut,Hospital,0,1,6,23,83,2,87.6
Bifocal,-7.01,1.74,Standard,Hospital,1,1,27,87,64,0,190.19
Single Vision,-1.81,1.50,Standard,Retail,0,0,35,11,85,1,246.89
Single Vision,-5.85,1.74,Standard,Franchise,1,1,12,95,82,2,154.14
Single Vision,-7.24,1.67,Standard,Franchise,0,1,30,86,48,2,203.11
Progressive,0.68,1.67,Photochromic,Retail,1,0,19,87,99,2,269.64
Bifocal,3.81,1.67,Standard,Franchise,0,1,18,14,69,0,97.44
Single Vision,1.31,1.67,Blue Cut,Franchise,0,0,34,55,49,1,266.61
Single Vision,-5.01,1.67,Standard,Hospital,0,1,14,29,23,3,128.86
Single Vision,-1.55,1.67,Standard,Hospital,0,0,2,40,87,4,179.6
Single Vision,-1.49,1.67,Photochromic,Hospital,0,1,33,23,44,2,194.46
Progressive,-7.33,1.50,Photochromic,Hospital,1,1,13,39,59,1,127.71
Single Vision,-6.33,1.50,Photochromic,Hospital,0,1,8,99,99,2,137.8
Progressive,-1.82,1.67,Blue Cut,Hospital,0,0,26,70,67,1,258.09
Single Vision,-3.28,1.50,Photochromic,Franchise,0,1,29,25,75,4,197.34
Single Vision,-5.49,1.50,Standard,Retail,1,0,8,66,87,1,164.8
Single Vision,-6.17,1.50,Photochromic,Retail,0,1,6,15,25,3,102.38
Single Vision,-5.83,1.56,Standard,Hospital,1,0,20,19,49,4,222.62
Single Vision,-4.62,1.50,Standard,Retail,1,0,5,29,62,0,130.39
Progressive,3.93,1.67,Photochromic,Retail,0,1,8,52,92,1,120.84
Progressive,-2.12,1.74,Blue Cut,Franchise,0,1,0,84,68,0,96.02
Single Vision,-0.43,1.74,Standard,Hospital,0,1,32,40,40,0,175.52
Single Vision,-1.11,1.56,Blue Cut,Franchise,0,1,27,17,31,1,133.6
Single Vision,-0.63,1.50,Standard,Hospital,0,0,5,56,47,2,187.19
Progressive,-7.93,1.74,Blue Cut,Franchise,0,1,4,71,74,1,119.55
Progressive,-7.71,1.56,Standard,Retail,0,0,17,13,41,1,217.47
Single Vision,-2.49,1.67,Standard,Hospital,1,0,15,58,81,2,205.54
Progressive,-6.06,1.67,Photochromic,Franchise,1,1,28,96,87,0,196.85
Bifocal,0.07,1.56,Standard,Franchise,1,1,8,38,21,4,123.1
Single Vision,-6.93,1.56,Standard,Franchise,0,0,35,16,54,4,285.95
Progressive,3.04,1.74,Standard,Franchise,0,1,4,11,59,4,120.17
Progressive,0.46,1.67,Standard,Hospital,0,1,28,20,77,0,148.56
Bifocal,-4.35,1.50,Photochromic,Franchise,0,1,19,70,31,3,180.04
Single Vision,-7.68,1.56,Standard,Hospital,0,1,7,50,89,4,125.05
Progressive,-6.11,1.50,Standard,Franchise,0,1,15,38,63,3,145.12
Progressive,-5.53,1.67,Standard,Retail,0,0,18,70,99,3,260.37
Progressive,2.31,1.56,Standard,Retail,0,0,24,31,47,2,237.2
Single Vision,-3.1,1.56,Standard,Retail,0,0,7,50,26,3,200.94
Single Vision,-6.89,1.56,Standard,Hospital,0,1,14,25,45,0,90.46
Single Vision,-3.2,1.74,Standard,Franchise,0,0,3,92,59,2,210.62
Bifocal,-7.35,1.67,Photochromic,Hospital,1,1,6,81,42,0,100.63
Single Vision,1.89,1.56,Blue Cut,Franchise,0,0,16,22,57,3,202.79
Single Vision,-6.16,1.67,Standard,Hospital,0,1,24,23,29,4,164.45
Bifocal,-7.13,1.67,Standard,Retail,0,0,21,71,94,2,251.24
Progressive,-6.55,1.67,Standard,Retail,0,0,7,27,39,0,152.36
Single Vision,-4.67,1.74,Photochromic,Hospital,0,1,24,78,74,3,214.36
Progressive,-1.58,1.56,Blue Cut,Franchise,0,1,18,46,72,0,129.66
Single Vision,-6.67,1.67,Blue Cut,Retail,0,1,25,29,75,0,137.55
Progressive,3.88,1.67,Standard,Retail,0,1,11,15,37,0,85.28
Single Vision,-0.07,1.74,Standard,Retail,0,1,20,37,63,1,148.53
Single Vision,2.47,1.56,Photochromic,Hospital,0,1,15,10,48,1,103.96
Single Vision,-2.81,1.74,Standard,Franchise,0,1,18,54,91,1,148.6
Single Vision,-7.24,1.56,Photochromic,Retail,0,1,27,48,62,0,161.25
Progressive,-2.77,1.56,Photochromic,Retail,0,1,2,73,80,1,112.47
Bifocal,-6.91,1.56,Blue Cut,Retail,0,1,7,88,98,2,133.89
Progressive,-6.53,1.50,Standard,Retail,0,0,4,12,47,1,155.07
Single Vision,-5.39,1.67,Standard,Franchise,0,0,12,40,90,3,208.51
Single Vision,-6.4,1.50,Standard,Retail,0,1,38,75,78,0,204.24
Progressive,2.27,1.56,Standard,Hospital,0,0,38,20,78,0,265.55
Single Vision,-2.87,1.50,Standard,Hospital,0,1,28,31,47,0,137.06
Single Vision,-6.83,1.56,Standard,Retail,1,1,19,80,60,4,182.81
Single Vision,-4.59,1.74,Blue Cut,Retail,0,1,16,31,80,4,159.71
Progressive,-4.95,1.67,Blue Cut,Retail,1,0,9,80,64,2,209.65
Bifocal,0.86,1.67,Blue Cut,Franchise,0,1,24,91,39,4,227.02
Single Vision,-5.96,1.74,Standard,Retail,0,1,32,62,26,1,196.39
Single Vision,-5.24,1.67,Standard,Franchise,0,0,3,36,85,3,176.1
Single Vision,-6.94,1.67,Standard,Hospital,0,0,3,16,26,1,135.85
Single Vision,-0.55,1.74,Standard,Hospital,1,1,19,39,26,2,140.81
Progressive,0.55,1.67,Photochromic,Hospital,0,1,6,45,76,3,136.69
Single Vision,-1.54,1.67,Blue Cut,Hospital,1,1,5,69,41,3,110.87
Progressive,-2.2,1.56,Blue Cut,Franchise,0,1,5,54,76,0,84.63
Single Vision,-6.92,1.67,Photochromic,Hospital,0,0,38,49,55,0,283.39
Single Vision,-4.44,1.67,Standard,Retail,0,1,36,33,79,2,192.69
Single Vision,1.15,1.56,Standard,Retail,0,1,30,27,79,0,148.24
Single Vision,-6.69,1.67,Blue Cut,Retail,0,0,17,99,27,0,230.31
Bifocal,-6.11,1.50,Photochromic,Franchise,0,1,39,68,98,4,269.56
Single Vision,-5.49,1.50,Blue Cut,Hospital,0,0,39,33,83,1,277.33
Single Vision,-7.46,1.50,Standard,Retail,0,1,22,51,72,2,154.81
Bifocal,3.03,1.56,Blue Cut,Franchise,0,0,34,97,95,3,329.31
Single Vision,-0.89,1.56,Standard,Retail,0,1,31,33,90,3,184.72
